ID,品牌,名称,机油容量,排量,发动机型号
52a89b51098e71b2e5000477,东风本田,东风本田 CR-V 10款- 2.4L四驱 2010.03-,4,,K24Z1 
52a89b52098e71b2e500047b,东风本田,东风本田 思域 06款 1.8L 2006.4-2009,4,,i-VTEC
52a89b52098e71b2e500047d,东风本田,东风本田 思域 09款 1.3L混合动力HYBRID 2009-,4,,LDA-MF5 i-VTFC
52a89b53098e71b2e500048a,广汽本田,广汽本田 雅阁 第六代 2.0 1998.10-2002.12,4,,VTEC
52a89b53098e71b2e500048d,广汽本田,广汽本田 雅阁 第六代 2.3CG5 1998.3-2002.12,4,,VTEC
52a89b54098e71b2e500048e,广汽本田,广汽本田 雅阁 第六代 3.0CG1 1998.10-2002.12,4,,VTEC
52a89b54098e71b2e5000491,广汽本田,广汽本田 雅阁 第七代 2.0(03款) 2003-2007,4,,i-VTEC
52a89b54098e71b2e5000493,广汽本田,广汽本田 雅阁 第七代 2.4(03款) 2003-2007,4,,i-VTEC
52a89b54098e71b2e5000494,广汽本田,广汽本田 雅阁 第七代 3.0(03款) 2003-2007,4,,VTECSOHC
52a89b55098e71b2e5000496,广汽本田,广汽本田 雅阁 第八代 2.0(08款) 2008-,4,,i-VTECSOHC
52a89b55098e71b2e5000498,广汽本田,广汽本田 雅阁 第八代 2.4(08款) 2008-,4,,i-VTECSOHC
52a89b55098e71b2e500049d,广汽本田,广汽本田 奥德赛 03款 2.4L 2002.4-2004.12,4,,K24A6
52a89b55098e71b2e50004a0,广汽本田,广汽本田 奥德赛 03款 3.0L 2002.4-2004.12,4,,F23Z4
52a89b56098e71b2e50004a1,广汽本田,广汽本田 奥德赛 06款 2.4L 2005.3-2008.12,4,,i-VTECSOHC
52a89b56098e71b2e50004a3,广汽本田,广汽本田 奥德赛 06款 3.0L 2005.3-2008.12,4,,i-VTECSOHC
52a89b56098e71b2e50004a4,广汽本田,广汽本田 奥德赛 09款 2.4L 2009-,4,,i-VTEC
52a89b56098e71b2e50004a7,广汽本田,广汽本田 飞度  1.3L三厢 2003.5-2006.4,4,,8V SOHCi-DSI 
52a89b56098e71b2e50004a9,广汽本田,广汽本田 飞度  1.5L三厢 2004.6-2006.4,4,,SOHCVTEC
52a89b57098e71b2e50004aa,广汽本田,广汽本田 飞度  1.3L二厢 2003.5-2007.9,4,,SOHCi-DSI 
52a89b57098e71b2e50004ac,广汽本田,广汽本田 飞度  1.5L二厢 2004.6-2007.9,4,,SOHCVTEC
52a89b57098e71b2e50004ad,广汽本田,广汽本田 飞度 09款1.3L 2008-2011,4,,i-VTECSOHC
52a89b57098e71b2e50004ae,广汽本田,广汽本田 飞度 09款1.5L 2008-2011,4,,i-VTECSOHC
52a89b57098e71b2e50004b2,广汽本田,广汽本田 思迪  1.3L 2006-2008.10,4,,SOHCi-DSI
52a89b57098e71b2e50004b3,广汽本田,广汽本田 思迪  1.5L 2006-2008.10,4,,SOHCVTEC
52a89b58098e71b2e50004b5,广汽本田,广汽本田 锋范 09款 1.5L 2008.12-2012,4,,L15A7 
52a89b58098e71b2e50004b6,广汽本田,广汽本田 锋范 09款 1.8L 2008.12-2012,4,,R18A1 
52a89b59098e71b2e50004cb,东风标致,东风标致 206  1.L 2006-2008,4,,TU5JP4
52a89b5a098e71b2e50004d1,东风标致,东风标致 307  1.6L 5年前 2004.4-2005,4,,TU5JP4 
52a89b5a098e71b2e50004d4,东风标致,东风标致 307  1.6L LDC9 2007.9-2010,4,,TU5JP4
52a89b5a098e71b2e50004d5,东风标致,东风标致 307  2.L LDC9 2007.9-2010,4,,EW10A 
52a89b5c098e71b2e50004e2,标致（进口）,标致（进口） 206CC  .L 2000-,4,,
52a89b5c098e71b2e50004e3,标致（进口）,标致（进口） 206CC  1.4L 2002-,4,,
52a89b5e098e71b2e500050e,比亚迪汽车,比亚迪汽车 F3  1.6L 2006-,4,,4G63
52a89b5f098e71b2e5000516,比亚迪汽车,比亚迪汽车 F6  2.0L 2007-,4,,BYD483QB
52a89b5f098e71b2e5000517,比亚迪汽车,比亚迪汽车 F6  2.4L 2008-,4,,4G69
52a89b5f098e71b2e5000519,比亚迪汽车,比亚迪汽车 G3  1.5L 2009/2011,4,,4G15S
52a89b5f098e71b2e500051a,比亚迪汽车,比亚迪汽车 G3  1.8L 2009/2011,4,,BYD483QA
52a89b5f098e71b2e5000521,比亚迪汽车,比亚迪汽车 L3  1.8 2011-,4,,BYD483QA
52a89b61098e71b2e5000546,长城汽车,长城汽车 哈弗H3  2.4L两驱 2005-,4,,4G69S4M
52a89b62098e71b2e5000560,长城汽车,长城汽车 哈弗H5  2.0L两驱 2010-,4,,4G63S4M
52a89b62098e71b2e5000563,长城汽车,长城汽车 哈弗H5  2.0L四驱 2011-,4,,4G63S4M
52a89b62098e71b2e5000566,长城汽车,长城汽车 哈弗H5  2.0T两驱 柴 2011-,4,,4G63S4M
52a89b62098e71b2e500056c,长城汽车,长城汽车 哈弗H5  2.4L两驱 2010-,4,,4G69S4N
52a89b62098e71b2e500056f,长城汽车,长城汽车 哈弗H5  2.4L四驱 2010-,4,,4G69S4N
52a89b63098e71b2e5000581,长城汽车,长城汽车 哈弗M1 09款 .3L两驱 2009-,4,,GW4G13
52a89b63098e71b2e5000584,长城汽车,长城汽车 哈弗M1 0款 .3L两驱 2010-,4,,GW4G13
52a89b63098e71b2e5000587,长城汽车,长城汽车 哈弗M1 0款 .3L四驱 2010-,4,,GW4G13
52a89b63098e71b2e500058d,长城汽车,长城汽车 哈弗M2 10款 1.5L四驱 2010-,4,,VVT
52a89b63098e71b2e5000590,长城汽车,长城汽车 哈弗M2 10款 1.5L两驱 2010-,4,,GW4G15
52a89b63098e71b2e5000596,长城汽车,长城汽车 赛弗SUV  2.2L两驱 2001-,4,,GW491QE
52a89b63098e71b2e5000599,长城汽车,长城汽车 赛弗SUV  2.2L四驱 2001-,4,,GW491QE
52a89b64098e71b2e50005a2,长城汽车,长城汽车 赛骏  2.2L豪华型 2005-,4,,491QE
52a89b64098e71b2e50005a5,长城汽车,长城汽车 赛骏  2.2L超豪华型 2005-,4,,491QE
52a89b64098e71b2e50005a8,长城汽车,长城汽车 赛影RUV  2.2L四驱 1997-2003.9,4,,GW491QE
52a89b64098e71b2e50005ab,长城汽车,长城汽车 赛影RUV  2.2L两驱 2003.9-2004.9,4,,GW491QE
52a89b65098e71b2e500060e,长城汽车,长城汽车 炫丽  1.3L 2008-,4,,GW4G13
52a89b65098e71b2e5000612,长城汽车,长城汽车 炫丽  1.5L 2008-,4,,GW4G15 
52a89b66098e71b2e5000618,长城汽车,长城汽车 炫丽CROSS  1.5L  2009-,4,,GW4G15 
52a89b66098e71b2e500061b,长城汽车,长城汽车 酷熊 09款 1.5L MT 2009-,4,,GW4G15
52a89b66098e71b2e500061e,长城汽车,长城汽车 酷熊 10款 1.5L CVT 2010-,4,,GW4G15
52a89b66098e71b2e500062d,长城汽车,长城汽车 腾翼C30  1.5L VVT 2010,4,,GW4G15
52a89b66098e71b2e5000630,长城汽车,长城汽车 腾翼C30  1.5L VVT VT 2010,4,,GW4G15
52a89b66098e71b2e5000636,长城汽车,长城汽车 腾翼V80  2.L 2008-,4,,4G63S4N
52a89b67098e71b2e5000639,长城汽车,长城汽车 腾翼V80  2.4L 2008-,4,,4G69S4N
52a89b67098e71b2e5000645,长安汽车,长安汽车 奔奔  1.0L 2008-,4,,JL465QG
52a89b67098e71b2e5000648,长安汽车,长安汽车 奔奔  1.3L 2006.11-,4,,JL474Q2
52a89b67098e71b2e500064b,长安汽车,长安汽车 奔奔  LOVE 1.3L 2010-,4,,JL474Q2
52a89b67098e71b2e500064e,长安汽车,长安汽车 奔奔  MINI 1.0L 2010.03-,4,,JL465QG
52a89b67098e71b2e5000651,长安汽车,长安汽车 CX20  1.3L 2011-,4,,JL474QL
52a89b68098e71b2e5000664,长安汽车,长安汽车 悦翔 09款 1.5L两厢 2009-,4,,L4
52a89b68098e71b2e5000667,长安汽车,长安汽车 悦翔 09款 1.5L 2009-,4,,C15
52a89b68098e71b2e500066a,长安汽车,长安汽车 悦翔 10款 1.5L 2010-,4,,JL475Q7
52a89b6a098e71b2e5000679,长安汽车,长安汽车 CM8 04款S630 G2K 2.3L 2004-,4,,JL474Q
52a89b6a098e71b2e500067f,长安汽车,长安汽车 CM8 04款S630 GAK 2004-,4,,JL474Q
52a89b6d098e71b2e500069a,长安汽车,长安汽车 长安之星 07款6395 SC6390 0.8L 2007-,4,,JL462Q5
52a89b6d098e71b2e500069d,长安汽车,长安汽车 长安之星 09款SC6363BV3S 2008-,4,,JL466Q4
52a89b6d098e71b2e50006a0,长安汽车,长安汽车 长安之星 09款SC6363B 2008-,4,,JL465QE
52a89b6d098e71b2e50006a3,长安汽车,长安汽车 长安之星 09款SC6378A4S1.0L 2008-,4,,JL465QH
52a89b6d098e71b2e50006a6,长安汽车,长安汽车 长安之星 09款SC6378A3S1.0L 2008-,4,,JL465QE
52a89b6e098e71b2e50006a9,长安汽车,长安汽车 长安之星 09款SC6363B3S 2008-,4,,L4
52a89b6e098e71b2e50006ac,长安汽车,长安汽车 长安之星 09款SC6378D4 1.3L 2008-,4,,JL474QH
52a89b6e098e71b2e50006af,长安汽车,长安汽车 长安之星 09款SC6378D3 1.3L 2008-,4,,JL474QG
52a89b6e098e71b2e50006b2,长安汽车,长安汽车 长安之星2 09款SC6399E 1.0L 2009-,4,,JL466Q8
52a89b6e098e71b2e50006b5,长安汽车,长安汽车 长安之星2 09款SC6399F4 1.0L 2009-,4,,JL474QH
52a89b6e098e71b2e50006b8,长安汽车,长安汽车 长安之星2 09款SC6399B3S 2009-,4,,JL465QE
52a89b6e098e71b2e50006bb,长安汽车,长安汽车 长安之星2 09款SC6399E3S 2009-,4,,JL465QH
52a89b6e098e71b2e50006c7,长安汽车,长安汽车 长安之星2 09款SC6399C 1.3L 2009-,4,,JL474QG
52a89b6e098e71b2e50006ca,长安汽车,长安汽车 长安之星2 09款SC6399C3 1.3L 2009-,4,,JL474QG
52a89b6f098e71b2e50006cd,长安汽车,长安汽车 长安之星S460 9款 C8B 1.L 2008-,4,,JL465Q
52a89b70098e71b2e5000700,长安汽车,长安汽车 长安星光 07款6395 SC6390AVJ3 2007-,4,,JL462Q5
52a89b70098e71b2e5000703,长安汽车,长安汽车 长安星光 09款35 MT SC6345B 2009-,4,,JL462Q5
52a89b70098e71b2e5000706,长安汽车,长安汽车 长安星光 09款35 SC6335F FA 2009-,4,,JL465QB
52a89b70098e71b2e5000709,长安汽车,长安汽车 长安星光 09款45 SC6345B 2009-,4,,JL462Q5 
52a89b70098e71b2e500070c,长安汽车,长安汽车 长安星光 09款45 SC6345G3S 2009-,4,,JL465QE
52a89b70098e71b2e500070f,长安汽车,长安汽车 长安星光 09款SC6390AV3 2009-,4,,JL462Q3-D
52a89b70098e71b2e5000712,长安汽车,长安汽车 长安星光 09款6395 SC6395CFAA 2009-,4,,JL465QB
52a89b70098e71b2e5000715,长安汽车,长安汽车 长安星光 09款6402 SC6402B3SFAA 2009-,4,,JL465QE
52a89b70098e71b2e5000718,长安汽车,长安汽车 长安星光 09款6402 SC6402BV3S1.0L 2009-,4,,MPI
52a89b70098e71b2e500071b,长安汽车,长安汽车 长安星光 09款6402 SC6402DV4S 2009-,4,,MPI
52a89b70098e71b2e500071e,长安汽车,长安汽车 长安星光4500 7款 SC63系列 1.3L 2006-,4,,JL474Q7
52a89b71098e71b2e500072d,东南汽车,东南汽车 得利卡 尊爵DN6490 1997-2005,4,,4G64S4M
52a89b71098e71b2e5000732,东南汽车,东南汽车 得利卡 尊爵DN6450 1997-2005,4,,4G64
52a89b71098e71b2e500073b,东南汽车,东南汽车 得利卡 先锋 2.0L东风引擎 1997-2005,4,,EQ491i
52a89b72098e71b2e5000749,东南汽车,东南汽车 富利卡 菱动 2005-,4,,4G94 
52a89b72098e71b2e500074c,东南汽车,东南汽车 富利卡 2.0L东风引擎 2005-,4,,EQ491i 
52a89b72098e71b2e5000755,东南汽车,东南汽车 菱利  1.3L 2006-,4,,L4
52a89b73098e71b2e5000758,东南汽车,东南汽车 菱利  1.6L 2006-,4,,L4
52a89b73098e71b2e500075b,东南汽车,东南汽车 菱帅  1.6L 2003.03-2004.03,4,,SOHC
52a89b73098e71b2e5000760,东南汽车,东南汽车 菱帅  1.6L 2004.03-2006.03,4,,4G64
52a89b73098e71b2e5000764,东南汽车,东南汽车 V3菱悦  1.5L 2008-2009,4,,4G15M MIVEC
52a89b73098e71b2e500076a,东南三菱汽车,东南三菱汽车 菱绅  2.4L 2004.6-2006,4,,4G64S4M
52a89b74098e71b2e5000773,东南三菱汽车,东南三菱汽车 君阁 09款 2.0L 2008.12-2011,4,,4G63S4N
52a89b74098e71b2e5000774,东南三菱汽车,东南三菱汽车 君阁 11款 2.0L 2011-,4,,4G63S4N
52a89b74098e71b2e5000777,东南三菱汽车,东南三菱汽车 蓝瑟  2.4L 2006-,4,,4G64S4M
52a89b74098e71b2e5000778,东南三菱汽车,东南三菱汽车 蓝瑟 菱绅EXiAT 2.4L 2007-,4,,4G64S4M
52a89b74098e71b2e500077c,东南三菱汽车,东南三菱汽车 三菱翼神  1.8L 2010-,4,,4B10
52a89b75098e71b2e5000781,东风柳州,东风柳州 风行  2.0L 2002-2004,4,,4G63
52a89b75098e71b2e5000783,东风柳州,东风柳州 风行  2.0L 2004-,4,,4G63S4M
52a89b75098e71b2e5000784,东风柳州,东风柳州 风行  2.0L 2002-,4,,EQ491
52a89b75098e71b2e5000785,东风柳州,东风柳州 风行  2.4L 2002-,4,,4G64
52a89b75098e71b2e5000787,东风柳州,东风柳州 菱智 08款Q7 2.0L 2008-,4,,4G63
52a89b76098e71b2e5000789,东风柳州,东风柳州 菱智 08款Q8 2.4L 2008-,4,,4G64
52a89b76098e71b2e500078b,东风柳州,东风柳州 菱智 09款 1.9T 柴油  2009-,4,,D19TCI
52a89b76098e71b2e500078e,东风柳州,东风柳州 菱智 10款 2.0L 2010-,4,,4G94
52a89b77098e71b2e5000796,东风柳州,东风柳州 景逸  1.8L 2008-2011,4,,4G93 
52a89b77098e71b2e5000797,东风柳州,东风柳州 景逸 XT 1.8L 2011-,4,,4G93 
52a89b77098e71b2e5000798,东风柳州,东风柳州 景逸 LV 1.8L 2011-,4,,4G93 
52a89b77098e71b2e5000799,东风柳州,东风柳州 景逸 TT 1.8T 2009-,4,,K4 1.8T
52a89b77098e71b2e500079a,东风柳州,东风柳州 景逸 XL 1.5L 2010-,4,,4A91
52a89b77098e71b2e500079b,东风柳州,东风柳州 景逸 LV 1.5L 2010-,4,,4A91
52a89b77098e71b2e500079f,东风汽车,东风汽车 风神S30  1.6L 2009-2012,4,,TU5JP4
52a89b77098e71b2e50007a3,东风汽车,东风汽车 风神S30  1.6L两厢 2009-2012,4,,TU5JP4
52a89b7b098e71b2e50007f6,南汽菲亚特,南汽菲亚特 周末风  1.5L 2001.5-2006,4,,178E5027 
52a89b7d098e71b2e5000815,一汽丰田,一汽丰田 花冠  1.8L 2004-2005,4,,1ZZ
52a89b7d098e71b2e5000817,一汽丰田,一汽丰田 花冠  1.8L 05款 2005-2007,4,,1ZZ
52a89b7d098e71b2e5000818,一汽丰田,一汽丰田 花冠  1.6L 2007-,4,,1ZR-FE 
52a89b7e098e71b2e5000823,一汽丰田,一汽丰田 锐志 10款 2.5L 2010-,4,,5GR
52a89b7f098e71b2e5000824,一汽丰田,一汽丰田 锐志 10款 3.0L 2010-,4,,3GR
52a89b80098e71b2e500082b,一汽丰田,一汽丰田 皇冠 10款新 2.5L 2009.12-,4,,5GR
52a89b80098e71b2e500082c,一汽丰田,一汽丰田 皇冠 10款新 3.0L 2009.12-,4,,3GR
52a89b80098e71b2e500082d,一汽丰田,一汽丰田 皇冠 10款新 4.3L 2009.12-,4,,3UZ 
52a89b80098e71b2e500082f,一汽丰田,一汽丰田 普锐斯  1.5L 2004-,4,,1NE-FXE 
52a89b80098e71b2e5000832,一汽丰田,一汽丰田 RVA4  2.0L两驱 2009-,4,,1AZ-FE 
52a89b80098e71b2e5000833,一汽丰田,一汽丰田 RVA4  2.0L四驱 2011-,4,,1AZ-FE 
52a89b81098e71b2e500083d,广汽丰田,广汽丰田 凯美瑞 06款 200E 2006-2011,4,,1AZ-FE VVT-i
52a89b82098e71b2e5000840,广汽丰田,广汽丰田 凯美瑞 06款 240G 2006-2011,4,,2AZ-FE VVT-i
52a89b82098e71b2e5000844,广汽丰田,广汽丰田 凯美瑞 12款Hybrid 240HG 油电混合 2011-,4,,3AZ-FXE
52a89b83098e71b2e5000845,广汽丰田,广汽丰田 凯美瑞 12款Hybrid 240HV 油电混合 2011-,4,,3AZ-FXE
52a89b83098e71b2e5000846,广汽丰田,广汽丰田 凯美瑞 12款Hybrid 240HV G-Book 油电混合 2011-,4,,3AZ-FXE
52a89b84098e71b2e500084d,广汽丰田,广汽丰田 汉兰达  2.7L两驱 2009-2012,4,,1AR-FE
52a89b84098e71b2e500084f,广汽丰田,广汽丰田 汉兰达  3.5L四驱 2009-2012,4,,2GR-FE
52a89b85098e71b2e500085c,长春一汽丰越,长春一汽丰越 陆地巡洋舰  4.5L 2003-2006,4,,1FZ-FE
52a89b85098e71b2e500085d,长春一汽丰越,长春一汽丰越 陆地巡洋舰  4.7L 2003-2007,4,,2UZ-FE
52a89b85098e71b2e5000863,四川一汽丰田,四川一汽丰田 普拉多(霸道)  4.0L GX V6  2004-2006,4,,1GR-FE 
52a89b85098e71b2e5000864,四川一汽丰田,四川一汽丰田 普拉多(霸道)  4.0L VX V6 2006-,4,,1GR-FE 
52a89b85098e71b2e5000870,丰田（进口）,丰田（进口） 佳美 97款 V6 2.2L 1993-1997,4,,VCV10/20
52a89b86098e71b2e5000872,丰田（进口）,丰田（进口） 佳美 02款 2.4L 2002-,4,,1/2AZ-FE
52a89b86098e71b2e5000874,丰田（进口）,丰田（进口） 皇冠 92款 3.0 1992-,4,,JZS133
52a89b86098e71b2e5000876,丰田（进口）,丰田（进口） 皇冠 98款 3.0 1998-,4,,JZS155
52a89b86098e71b2e500087f,丰田（进口）,丰田（进口） 丰田 00款RAV4 2.0L 2000-2005,4,,1AZ-FE
52a89b86098e71b2e5000882,丰田（进口）,丰田（进口） 丰田 06款RAV4 2.4L 四驱 2005.11-2008,4,,2AZ-FE 
52a89b87098e71b2e5000885,丰田（进口）,丰田（进口） 普瑞维亚(丰田大霸王) 01款 ACR30 2.4L 2001-2006,4,,2AZ-FE
52a89b87098e71b2e5000887,丰田（进口）,丰田（进口） 普瑞维亚(丰田大霸王) 06款 ACR50 2.4L 2006-2010,4,,2AZ-FE
52a89b87098e71b2e5000889,丰田（进口）,丰田（进口） 普瑞维亚(丰田大霸王) 10款 2.4L 2010.09-,4,,2AZ-FE
52a89b87098e71b2e500088c,丰田（进口）,丰田（进口） 普拉多(霸道) 00款 3400 2000-,4,,VZJ#zFE
52a89b89098e71b2e50008e5,长安福特,长安福特 嘉年华 03款 1.3L 2003-2004,4,,Rocam
52a89b8a098e71b2e50008e9,长安福特,长安福特 嘉年华 06款 1.6L 2006-2009,4,,Rocam SOHC
52a89b8a098e71b2e50008ea,长安福特,长安福特 嘉年华 新 1.3L两厢 2009--,4,,Duratec
52a89b8b098e71b2e50008ed,长安福特,长安福特 嘉年华 新 1.5L两厢 2009-,4,,Duratec
52a89b8b098e71b2e50008ee,长安福特,长安福特 嘉年华 新 1.5L 2010-,4,,ZY
52a89b8b098e71b2e50008f4,长安福特,长安福特 福克斯  1.8L两厢 2006-2011,4,,Duratec-HE 
52a89b8c098e71b2e50008f6,长安福特,长安福特 福克斯  2.0L两厢 2006-2011,4,,Duratec-HE 
52a89b8d098e71b2e50008f7,长安福特,长安福特 福克斯 09款 1.8L 2009-2011,4,,Duratec-HE
52a89b8d098e71b2e50008f9,长安福特,长安福特 福克斯 09款 2.0L 2009-2011,4,,Duratec-HE
52a89b8d098e71b2e50008fa,长安福特,长安福特 福克斯 11款 1.8L 2011-,4,,CAF483Q0
52a89b8d098e71b2e50008fb,长安福特,长安福特 福克斯 11款 1.8L两厢 2011-,4,,CAF483Q0
52a89b8e098e71b2e50008fc,长安福特,长安福特 福克斯 11款 2.0L 2011-,4,,CAF488Q1
52a89b8e098e71b2e50008fd,长安福特,长安福特 福克斯 11款 2.0L两厢 2011-,4,,CAF488Q1
52a89b8f098e71b2e5000901,长安福特,长安福特 蒙迪欧  2.0L(03'-04') 2003-2004,4,,Duratec-HE  
52a89b8f098e71b2e5000907,长安福特,长安福特 蒙迪欧  2.5V6 2003-2007,4,,Duratec DOHC
52a89b90098e71b2e500090d,长安福特,长安福特 蒙迪欧 麦柯斯 2.3L(五座 2007-,4,,Duratec-HE  
52a89b93098e71b2e5000956,福田汽车,福田汽车 蒙派克MP-X  2.4L 2007-,4,,4G64
52a89b96098e71b2e50009d1,哈飞汽车,哈飞汽车 路宝  1.0L HFJ7100 2003-2007,4,,DA465Q-2
52a89b96098e71b2e50009d2,哈飞汽车,哈飞汽车 路宝  1.1L HFJ7110 2003-2007,4,,DA465Q-2
52a89b96098e71b2e50009d6,哈飞汽车,哈飞汽车 赛马  1.3L HFJ7130 2006-2009,4,,DA471Q 
52a89b96098e71b2e50009d8,哈飞汽车,哈飞汽车 赛马  1.6L HFJ7160 2003-2009,4,,DA476Q 
52a89b96098e71b2e50009d9,哈飞汽车,哈飞汽车 赛马 新 1.5L 2009-,4,,4G15S
52a89b97098e71b2e50009db,哈飞汽车,哈飞汽车 赛豹 05款 1.6L 2005-2008,4,,4G18
52a89b97098e71b2e50009dc,哈飞汽车,哈飞汽车 赛豹 08款 1.6L 2008-,4,,DA4G18
52a89b97098e71b2e50009e3,哈飞汽车,哈飞汽车 民意  0.9L 2003-2009,4,,DA462-1Q 
52a89b97098e71b2e50009e5,哈飞汽车,哈飞汽车 民意  1.0L 2003-2009,4,,DA465
52a89b9a098e71b2e5000a56,华普汽车,华普汽车 海域  1.3L三厢 2004-2009,4,,MR479Q
52a89b9b098e71b2e5000a58,华普汽车,华普汽车 海域  1.5L两厢 2004-2009,4,,MR479QA
52a89b9b098e71b2e5000a59,华普汽车,华普汽车 海域  1.5L CNG 2009-,4,,CNG
52a89b9b098e71b2e5000a5c,华普汽车,华普汽车 海迅  1.3L 2007-,4,,JL479QA
52a89b9b098e71b2e5000a5d,华普汽车,华普汽车 海迅  1.5L 2007-,4,,JL479QA
52a89b9b098e71b2e5000a5e,华普汽车,华普汽车 海迅  1.8L 2007-,4,,JL481Q
52a89b9c098e71b2e5000a60,华普汽车,华普汽车 海尚  1.3L 2008-,4,,JL479QA
52a89b9c098e71b2e5000a61,华普汽车,华普汽车 海尚  1.5L 2005-,4,,JL481Q
52a89b9c098e71b2e5000a63,华普汽车,华普汽车 海尚  1.8L 2005-,4,,JL481Q
52a89b9c098e71b2e5000a65,华普汽车,华普汽车 海锋  1.5L 2007-,4,,JL479QA
52a89b9c098e71b2e5000a66,华普汽车,华普汽车 海锋  1.8L 2007-,4,,JL481Q
52a89b9c098e71b2e5000a68,华普汽车,华普汽车 海悦  1.3L 2008-,4,,JL479QA
52a89b9d098e71b2e5000a69,华普汽车,华普汽车 海悦  1.5L 2008-,4,,JL479QA
52a89b9d098e71b2e5000a6b,华普汽车,华普汽车 海景  1.5L 2010-,4,,JL4G18
52a89b9d098e71b2e5000a6c,华普汽车,华普汽车 海景  1.8L 2009-,4,,JL4G18
52a89b9e098e71b2e5000a71,吉利汽车,吉利汽车 豪情 203A 1.0L 2004-2005,4,,JL378QE 
52a89b9e098e71b2e5000a72,吉利汽车,吉利汽车 豪情 300A1.0L 2005-,4,,JL378QE 
52a89b9e098e71b2e5000a73,吉利汽车,吉利汽车 豪情 303 1.3L 2005-,4,,MR479Q 
52a89b9e098e71b2e5000a76,吉利汽车,吉利汽车 优利欧  1.3L JL7130 2002-2007,4,,MR479Q 
52a89b9f098e71b2e5000a7a,吉利汽车,吉利汽车 美日  1.3L 1999.06-2004.08,4,,MR479Q 
52a89b9f098e71b2e5000a7c,吉利汽车,吉利汽车 美日 之星 1.3L MR6370 2004-2007,4,,MR479Q 
52a89b9f098e71b2e5000a81,吉利汽车,吉利汽车 美人豹  1.3L JL7135 2004-2005.02,4,,MR479Q
52a89ba0098e71b2e5000a82,吉利汽车,吉利汽车 美人豹  1.5L JL7155 2003-,4,,MR479QA
52a89ba0098e71b2e5000a83,吉利汽车,吉利汽车 美人豹  1.8L 2007-,4,,MR479QA
52a89ba0098e71b2e5000a88,吉利汽车,吉利汽车 帝豪 EC7 1.8L 2009-,4,,JLγ4G18 
52a89ba0098e71b2e5000a89,吉利汽车,吉利汽车 帝豪 EC7-RV 1.5L 2009-,4,,JL4G15 
52a89ba0098e71b2e5000a8a,吉利汽车,吉利汽车 帝豪 EC7-RV 1.8L 2009-,4,,JLγ4G18
52a89ba1098e71b2e5000a9c,吉利汽车,吉利汽车 金刚2代  1.5L 2009-,4,,MR479QA 
52a89ba2098e71b2e5000a9d,吉利汽车,吉利汽车 金刚2代  1.5L CNG  2010-,4,,
52a89ba2098e71b2e5000a9f,吉利汽车,吉利汽车 金鹰  1.5L 2008-,4,,MR479QA 
52a89ba2098e71b2e5000aa2,吉利汽车,吉利汽车 全球鹰GX2  1.3L 2011-,4,,MR479Q
52a89ba2098e71b2e5000aac,吉利汽车,吉利汽车 自由舰  1.5L 2005-2010,4,,MR479QA
52a89ba3098e71b2e5000ab3,吉利汽车,吉利汽车 远景  1.8L CVVT 2006-2011,4,,DOHCL4
52a89ba3098e71b2e5000ab4,吉利汽车,吉利汽车 远景  1.8L 油汽混合 2007-,4,,DOHCL4
52a89ba4098e71b2e5000ab5,吉利汽车,吉利汽车 远景  1.5L CVVT 2009-2010,4,,L4
52a89ba4098e71b2e5000ab6,吉利汽车,吉利汽车 远景 新 1.5L CVVT 2010-,4,,G-POWER 1.5L
52a89ba4098e71b2e5000ab9,吉利汽车,吉利汽车 熊猫  1.0L 2009-2011,4,,JL3G10
52a89ba4098e71b2e5000aba,吉利汽车,吉利汽车 熊猫  1.3L 2009-2011,4,,MR479Q
52a89ba4098e71b2e5000abb,吉利汽车,吉利汽车 熊猫  1.5L 2009-2011,4,,MR479QA 
52a89ba4098e71b2e5000abc,吉利汽车,吉利汽车 熊猫  1.3L 2011.04-,4,,DOHC
52a89ba5098e71b2e5000abd,吉利汽车,吉利汽车 熊猫  1.5L 2011.04-,4,,DOHC
52a89ba5098e71b2e5000ac6,吉利汽车,吉利汽车 金杯 海狮 2.2L SY6480 2001-,4,,491Q-ME
52a89ba5098e71b2e5000ac7,吉利汽车,吉利汽车 金杯 03款海狮 2.4L SY6480BC 2003-,4,,4G64
52a89ba5098e71b2e5000aca,江淮汽车,江淮汽车 宾悦 08款 2.0L手动 2007.11-2010,4,,HFC4GA3.B  
52a89ba5098e71b2e5000ace,江淮汽车,江淮汽车 宾悦 08款 2.0L自动 2007.11-2010,4,,4G63S4N
52a89ba6098e71b2e5000ad1,江淮汽车,江淮汽车 宾悦 08款 2.4L 2007.11-2010,4,,HFC4GA1.B
52a89ba6098e71b2e5000ae4,江淮汽车,江淮汽车 同悦  1.5L 2008-2009,4,,4G15S
52a89ba7098e71b2e5000aea,江淮汽车,江淮汽车 同悦 RS 1.3L 2009-2010,4,,4G13
52a89ba7098e71b2e5000aed,江淮汽车,江淮汽车 同悦 RS 1.5L 2009-2010,4,,4G15
52a89ba7098e71b2e5000af0,江淮汽车,江淮汽车 同悦 RS 1.3L 2010-,4,,HFC4GB1.3C
52a89ba7098e71b2e5000af3,江淮汽车,江淮汽车 同悦 RS Cross 1.3L 2012-,4,,HFC4GB1
52a89ba8098e71b2e5000af6,江淮汽车,江淮汽车 和悦  1.5L 2010-2011,4,,4G15S
